programme,year,section,venue,faculty,day,period,time,subject,rotation_venues
AIML,I Year,I/II/ AIML 'E,ADMIN 501,FACULTY OF ENGINEERING AND TECHNOLOGY,MON,4,11:10-12:00,21EES101T/EEE,
AIML,I Year,I/II/ AIML 'E,ADMIN 501,FACULTY OF ENGINEERING AND TECHNOLOGY,MON,5,12:40-1:30,21MAB102T/ACCA,
AIML,I Year,I/II/ AIML 'E,ADMIN 501,FACULTY OF ENGINEERING AND TECHNOLOGY,MON,6,1:30-2:20,,
AIML,I Year,I/II/ AIML 'E,ADMIN 501,FACULTY OF ENGINEERING AND TECHNOLOGY,MON,7,2:20-3:05,,
AIML,I Year,I/II/ AIML 'E,ADMIN 501,FACULTY OF ENGINEERING AND TECHNOLOGY,MON,8,3:05-3:50,,
AIML,I Year,I/II/ AIML 'E,ADMIN 501,FACULTY OF ENGINEERING AND TECHNOLOGY,TUE,1,8:30-9:20,21CSC101T/OODP,
AIML,I Year,I/II/ AIML 'E,ADMIN 501,FACULTY OF ENGINEERING AND TECHNOLOGY,TUE,2,9:20-10:10,21MAB102T/ACCA,
AIML,I Year,I/II/ AIML 'E,ADMIN 501,FACULTY OF ENGINEERING AND TECHNOLOGY,TUE,3,10:20-11:10,"21LEH103T/French 
21LEH104T/German 
21LEH105T/Japanese",
AIML,I Year,I/II/ AIML 'E,ADMIN 501,FACULTY OF ENGINEERING AND TECHNOLOGY,TUE,4,11:10-12:00,,
AIML,I Year,I/II/ AIML 'E,ADMIN 501,FACULTY OF ENGINEERING AND TECHNOLOGY,TUE,5,12:40-1:30,21EES101T/EEE,
AIML,I Year,I/II/ AIML 'E,ADMIN 501,FACULTY OF ENGINEERING AND TECHNOLOGY,TUE,6,1:30-2:20,21CYB101J/Chemistry,
AIML,I Year,I/II/ AIML 'E,ADMIN 501,FACULTY OF ENGINEERING AND TECHNOLOGY,TUE,7,2:20-3:05,21PDM102L/General Aptitude,
AIML,I Year,I/II/ AIML 'E,ADMIN 501,FACULTY OF ENGINEERING AND TECHNOLOGY,TUE,8,3:05-3:50,,
AIML,I Year,I/II/ AIML 'E,ADMIN 501,FACULTY OF ENGINEERING AND TECHNOLOGY,WED,1,8:30-9:20,,
AIML,I Year,I/II/ AIML 'E,ADMIN 501,FACULTY OF ENGINEERING AND TECHNOLOGY,WED,2,9:20-10:10,,
AIML,I Year,I/II/ AIML 'E,ADMIN 501,FACULTY OF ENGINEERING AND TECHNOLOGY,WED,3,10:20-11:10,,
AIML,I Year,I/II/ AIML 'E,ADMIN 501,FACULTY OF ENGINEERING AND TECHNOLOGY,WED,4,11:10-12:00,,
AIML,I Year,I/II/ AIML 'E,ADMIN 501,FACULTY OF ENGINEERING AND TECHNOLOGY,WED,5,12:40-1:30,,
AIML,I Year,I/II/ AIML 'E,ADMIN 501,FACULTY OF ENGINEERING AND TECHNOLOGY,WED,6,1:30-2:20,21CSC101T/OODP,
