dept,year,section,venue,home_venue,day,period,subject,fa
CIVIL,II Year,CIVIL A,808,808,WED,7,CLUB ACTIVITY,"Dr. R.V.K. Vigneshwar, A.P/Civil"
CIVIL,II Year,CIVIL A,808,808,THU,1,21CEC205T,"Dr. R.V.K. Vigneshwar, A.P/Civil"
CIVIL,II Year,CIVIL A,808,808,THU,2,21CEC205T,"Dr. R.V.K. Vigneshwar, A.P/Civil"
CIVIL,II Year,CIVIL A,808,808,THU,3,21CSC206T,"Dr. R.V.K. Vigneshwar, A.P/Civil"
CIVIL,II Year,CIVIL A,808,808,THU,4,21CEC206T,"Dr. R.V.K. Vigneshwar, A.P/Civil"
CIVIL,II Year,CIVIL A,808,808,THU,5,LIBRARY,"Dr. R.V.K. Vigneshwar, A.P/Civil"
CIVIL,II Year,CIVIL A,808,808,THU,6,LIBRARY,"Dr. R.V.K. Vigneshwar, A.P/Civil"
CIVIL,II Year,CIVIL A,808,808,THU,7,MENTORING,"Dr. R.V.K. Vigneshwar, A.P/Civil"
CIVIL,II Year,CIVIL A,808,808,THU,8,MENTORING,"Dr. R.V.K. Vigneshwar, A.P/Civil"
CIVIL,II Year,CIVIL A,808,808,FRI,1,21PDH201T,"Dr. R.V.K. Vigneshwar, A.P/Civil"
CIVIL,II Year,CIVIL A,808,808,FRI,2,21PDH201T,"Dr. R.V.K. Vigneshwar, A.P/Civil"
CIVIL,II Year,CIVIL A,808,808,FRI,3,21CSC206T,"Dr. R.V.K. Vigneshwar, A.P/Civil"
CIVIL,II Year,CIVIL A,808,808,FRI,4,21CEC206T,"Dr. R.V.K. Vigneshwar, A.P/Civil"
CIVIL,II Year,CIVIL A,808,808,FRI,5,21CEB201J,"Dr. R.V.K. Vigneshwar, A.P/Civil"
CIVIL,II Year,CIVIL A,808,808,FRI,6,21CEC206T,"Dr. R.V.K. Vigneshwar, A.P/Civil"
CIVIL,III Year,CIVIL A,FM Lab,FM Lab,MON,1,21CSS303T,"Mr. S.Vijayan, A.P/Civil"
CIVIL,III Year,CIVIL A,FM Lab,FM Lab,MON,2,21CEE305T,"Mr. S.Vijayan, A.P/Civil"
CIVIL,III Year,CIVIL A,FM Lab,FM Lab,MON,3,21CEC304T,"Mr. S.Vijayan, A.P/Civil"
CIVIL,III Year,CIVIL A,FM Lab,FM Lab,MON,4,21CEC304T,"Mr. S.Vijayan, A.P/Civil"
CIVIL,III Year,CIVIL A,FM Lab,FM Lab,MON,5,21CEP302L,"Mr. S.Vijayan, A.P/Civil"
CIVIL,III Year,CIVIL A,FM Lab,FM Lab,MON,6,21CEP302L,"Mr. S.Vijayan, A.P/Civil"
CIVIL,III Year,CIVIL A,FM Lab,FM Lab,MON,7,21LDM302T,"Mr. S.Vijayan, A.P/Civil"
CIVIL,III Year,CIVIL A,FM Lab,FM Lab,TUE,1,21MEO112T,"Mr. S.Vijayan, A.P/Civil"
CIVIL,III Year,CIVIL A,FM Lab,FM Lab,TUE,2,21CEE305T,"Mr. S.Vijayan, A.P/Civil"
CIVIL,III Year,CIVIL A,FM Lab,FM Lab,TUE,3,21CEE309T,"Mr. S.Vijayan, A.P/Civil"
CIVIL,III Year,CIVIL A,FM Lab,FM Lab,TUE,4,21CEE309T,"Mr. S.Vijayan, A.P/Civil"
CIVIL,III Year,CIVIL A,FM Lab,FM Lab,TUE,5,LIBRARY,"Mr. S.Vijayan, A.P/Civil"
CIVIL,III Year,CIVIL A,FM Lab,FM Lab,TUE,6,LIBRARY,"Mr. S.Vijayan, A.P/Civil"
CIVIL,III Year,CIVIL A,FM Lab,FM Lab,TUE,7,LIBRARY,"Mr. S.Vijayan, A.P/Civil"
CIVIL,III Year,CIVIL A,FM Lab,FM Lab,TUE,8,LIBRARY,"Mr. S.Vijayan, A.P/Civil"
CIVIL,III Year,CIVIL A,FM Lab,FM Lab,WED,1,21PDM302L,"Mr. S.Vijayan, A.P/Civil"
CIVIL,III Year,CIVIL A,FM Lab,FM Lab,WED,2,21PDM302L,"Mr. S.Vijayan, A.P/Civil"
CIVIL,III Year,CIVIL A,FM Lab,FM Lab,WED,3,21CSS303T,"Mr. S.Vijayan, A.P/Civil"
CIVIL,III Year,CIVIL A,FM Lab,FM Lab,WED,4,21CEE305T,"Mr. S.Vijayan, A.P/Civil"
CIVIL,III Year,CIVIL A,FM Lab,FM Lab,WED,5,CLUB ACTIVITY,"Mr. S.Vijayan, A.P/Civil"
CIVIL,III Year,CIVIL A,FM Lab,FM Lab,WED,6,CLUB ACTIVITY,"Mr. S.Vijayan, A.P/Civil"
CIVIL,III Year,CIVIL A,FM Lab,FM Lab,WED,7,CLUB ACTIVITY,"Mr. S.Vijayan, A.P/Civil"
CIVIL,III Year,CIVIL A,FM Lab,FM Lab,WED,8,CLUB ACTIVITY,"Mr. S.Vijayan, A.P/Civil"
CIVIL,III Year,CIVIL A,FM Lab,FM Lab,THU,1,21CEC304T,"Mr. S.Vijayan, A.P/Civil"
CIVIL,III Year,CIVIL A,FM Lab,FM Lab,THU,2,21MEO112T,"Mr. S.Vijayan, A.P/Civil"
CIVIL,III Year,CIVIL A,FM Lab,FM Lab,THU,3,21CEP302L,"Mr. S.Vijayan, A.P/Civil"
CIVIL,III Year,CIVIL A,FM Lab,FM Lab,THU,4,21CEP302L,"Mr. S.Vijayan, A.P/Civil"
CIVIL,III Year,CIVIL A,FM Lab,FM Lab,THU,5,MENTORING,"Mr. S.Vijayan, A.P/Civil"
CIVIL,III Year,CIVIL A,FM Lab,FM Lab,THU,6,MENTORING,"Mr. S.Vijayan, A.P/Civil"
CIVIL,III Year,CIVIL A,FM Lab,FM Lab,THU,7,MENTORING,"Mr. S.Vijayan, A.P/Civil"
CIVIL,III Year,CIVIL A,FM Lab,FM Lab,THU,8,MENTORING,"Mr. S.Vijayan, A.P/Civil"
CIVIL,III Year,CIVIL A,FM Lab,FM Lab,FRI,1,21CEE309T,"Mr. S.Vijayan, A.P/Civil"
CIVIL,III Year,CIVIL A,FM Lab,FM Lab,FRI,2,21MEO112T,"Mr. S.Vijayan, A.P/Civil"
CIVIL,III Year,CIVIL A,FM Lab,FM Lab,FRI,3,21CEP302L,"Mr. S.Vijayan, A.P/Civil"
CIVIL,III Year,CIVIL A,FM Lab,FM Lab,FRI,4,21CEP302L,"Mr. S.Vijayan, A.P/Civil"
CIVIL,IV Year,CIVIL A,"RESEARCH LAB, EAST","RESEARCH LAB, EAST",MON,1,21CEP401L,"Dr.Abinaya, A.P/Civil"
CIVIL,IV Year,CIVIL A,"RESEARCH LAB, EAST","RESEARCH LAB, EAST",MON,2,21CEP401L,"Dr.Abinaya, A.P/Civil"
CIVIL,IV Year,CIVIL A,"RESEARCH LAB, EAST","RESEARCH LAB, EAST",MON,3,21CEP401L,"Dr.Abinaya, A.P/Civil"
CIVIL,IV Year,CIVIL A,"RESEARCH LAB, EAST","RESEARCH LAB, EAST",MON,4,21CEP401L,"Dr.Abinaya, A.P/Civil"
CIVIL,IV Year,CIVIL A,"RESEARCH LAB, EAST","RESEARCH LAB, EAST",MON,5,21CEP401L,"Dr.Abinaya, A.P/Civil"
CIVIL,IV Year,CIVIL A,"RESEARCH LAB, EAST","RESEARCH LAB, EAST",MON,6,21CEP401L,"Dr.Abinaya, A.P/Civil"
CIVIL,IV Year,CIVIL A,"RESEARCH LAB, EAST","RESEARCH LAB, EAST",MON,7,21CEP401L,"Dr.Abinaya, A.P/Civil"
CIVIL,IV Year,CIVIL A,"RESEARCH LAB, EAST","RESEARCH LAB, EAST",MON,8,21CEP401L,"Dr.Abinaya, A.P/Civil"
CIVIL,IV Year,CIVIL A,"RESEARCH LAB, EAST","RESEARCH LAB, EAST",TUE,1,21CEP401L,"Dr.Abinaya, A.P/Civil"
CIVIL,IV Year,CIVIL A,"RESEARCH LAB, EAST","RESEARCH LAB, EAST",TUE,2,21CEP401L,"Dr.Abinaya, A.P/Civil"
CIVIL,IV Year,CIVIL A,"RESEARCH LAB, EAST","RESEARCH LAB, EAST",TUE,3,21CEP401L,"Dr.Abinaya, A.P/Civil"
CIVIL,IV Year,CIVIL A,"RESEARCH LAB, EAST","RESEARCH LAB, EAST",TUE,4,21CEP401L,"Dr.Abinaya, A.P/Civil"
CIVIL,IV Year,CIVIL A,"RESEARCH LAB, EAST","RESEARCH LAB, EAST",TUE,5,21CEP401L,"Dr.Abinaya, A.P/Civil"
CIVIL,IV Year,CIVIL A,"RESEARCH LAB, EAST","RESEARCH LAB, EAST",TUE,6,21CEP401L,"Dr.Abinaya, A.P/Civil"
CIVIL,IV Year,CIVIL A,"RESEARCH LAB, EAST","RESEARCH LAB, EAST",TUE,7,21CEP401L,"Dr.Abinaya, A.P/Civil"
CIVIL,IV Year,CIVIL A,"RESEARCH LAB, EAST","RESEARCH LAB, EAST",TUE,8,21CEP401L,"Dr.Abinaya, A.P/Civil"
CIVIL,IV Year,CIVIL A,"RESEARCH LAB, EAST","RESEARCH LAB, EAST",WED,1,21CEP401L,"Dr.Abinaya, A.P/Civil"
CIVIL,IV Year,CIVIL A,"RESEARCH LAB, EAST","RESEARCH LAB, EAST",WED,2,21CEP401L,"Dr.Abinaya, A.P/Civil"
CIVIL,IV Year,CIVIL A,"RESEARCH LAB, EAST","RESEARCH LAB, EAST",WED,3,21CEP401L,"Dr.Abinaya, A.P/Civil"
CIVIL,IV Year,CIVIL A,"RESEARCH LAB, EAST","RESEARCH LAB, EAST",WED,4,21CEP401L,"Dr.Abinaya, A.P/Civil"
CIVIL,IV Year,CIVIL A,"RESEARCH LAB, EAST","RESEARCH LAB, EAST",WED,5,21CEP401L,"Dr.Abinaya, A.P/Civil"
CIVIL,IV Year,CIVIL A,"RESEARCH LAB, EAST","RESEARCH LAB, EAST",WED,6,21CEP401L,"Dr.Abinaya, A.P/Civil"
CIVIL,IV Year,CIVIL A,"RESEARCH LAB, EAST","RESEARCH LAB, EAST",THU,1,21CEP401L,"Dr.Abinaya, A.P/Civil"
CIVIL,IV Year,CIVIL A,"RESEARCH LAB, EAST","RESEARCH LAB, EAST",THU,2,21CEP401L,"Dr.Abinaya, A.P/Civil"
CIVIL,IV Year,CIVIL A,"RESEARCH LAB, EAST","RESEARCH LAB, EAST",THU,3,21CEP401L,"Dr.Abinaya, A.P/Civil"
CIVIL,IV Year,CIVIL A,"RESEARCH LAB, EAST","RESEARCH LAB, EAST",THU,4,21CEP401L,"Dr.Abinaya, A.P/Civil"
CIVIL,IV Year,CIVIL A,"RESEARCH LAB, EAST","RESEARCH LAB, EAST",FRI,1,21CEP401L,"Dr.Abinaya, A.P/Civil"
CIVIL,IV Year,CIVIL A,"RESEARCH LAB, EAST","RESEARCH LAB, EAST",FRI,2,21CEP401L,"Dr.Abinaya, A.P/Civil"
CIVIL,IV Year,CIVIL A,"RESEARCH LAB, EAST","RESEARCH LAB, EAST",FRI,3,21CEP401L,"Dr.Abinaya, A.P/Civil"
CIVIL,IV Year,CIVIL A,"RESEARCH LAB, EAST","RESEARCH LAB, EAST",FRI,4,21CEP401L,"Dr.Abinaya, A.P/Civil"
EEE,I Year,I EEE A,AD 609,Room 609,MON,1,"21CSS101J
(AD 609)",Mr.K.ARULVENDHAN
EEE,I Year,I EEE A,AD 609,Room 609,MON,2,"21MAB102T
(AD 609)",Mr.K.ARULVENDHAN
EEE,I Year,I EEE A,AD 609,Room 609,MON,3,"21CYB101J
(AD 609)",Mr.K.ARULVENDHAN
EEE,I Year,I EEE A,Room 609,Room 609,MON,4,21MES102L,Mr.K.ARULVENDHAN
EEE,I Year,I EEE A,Room 609,Room 609,MON,6,21MES102L,Mr.K.ARULVENDHAN
EEE,I Year,I EEE A,AD 505,Room 609,MON,8,"21LEH101T
(AD 505)",Mr.K.ARULVENDHAN
EEE,I Year,I EEE A,AD 505,Room 609,MON,9,"21MAB102T
(AD 505)",Mr.K.ARULVENDHAN
EEE,I Year,I EEE A,AD 203,Room 609,TUE,1,"21MAB102T
(AD 203)",Mr.K.ARULVENDHAN
EEE,I Year,I EEE A,AD 203,Room 609,TUE,2,"21EEC101J
(AD 203)",Mr.K.ARULVENDHAN
EEE,I Year,I EEE A,Room 609,Room 609,TUE,3,<---21CYB101J(LAB)----->,Mr.K.ARULVENDHAN
EEE,I Year,I EEE A,AD 609,Room 609,TUE,6,"21CYB101J
(AD 609)",Mr.K.ARULVENDHAN
EEE,I Year,I EEE A,AD 609,Room 609,WED,1,"21CSS101J
(AD 609)",Mr.K.ARULVENDHAN
EEE,I Year,I EEE A,AD 609,Room 609,WED,2,"21MAB102T
(AD 609)",Mr.K.ARULVENDHAN
EEE,I Year,I EEE A,AD 609,Room 609,WED,3,"<--------21PDM102L--------->
(AD 609)",Mr.K.ARULVENDHAN
EEE,I Year,I EEE A,Room 609,Room 609,WED,7,<------------21CSS101J/21EEC101J------------>,Mr.K.ARULVENDHAN
EEE,I Year,I EEE A,AD 607,Room 609,THU,1,"21EEC101J
(AD 607)",Mr.K.ARULVENDHAN
EEE,I Year,I EEE A,AD 609,Room 609,THU,2,"21CYB101J
(AD 609)",Mr.K.ARULVENDHAN
EEE,I Year,I EEE A,AD 609,Room 609,THU,3,"21LEH101T
(AD 609)",Mr.K.ARULVENDHAN
EEE,I Year,I EEE A,AD 609,Room 609,THU,4,"21BTB103T
(AD 609)",Mr.K.ARULVENDHAN
EEE,I Year,I EEE A,AD 201,Room 609,THU,6,"21CYM101T
(AD 201)",Mr.K.ARULVENDHAN
EEE,I Year,I EEE A,Room 609,Room 609,THU,7,<------------21EEC101J/21CSS101J----------->,Mr.K.ARULVENDHAN
EEE,I Year,I EEE A,AD 103,Room 609,FRI,1,"21BTB103T
(AD 103)",Mr.K.ARULVENDHAN
EEE,I Year,I EEE A,AD 103,Room 609,FRI,2,"21CSS101J
(AD 103)",Mr.K.ARULVENDHAN
EEE,I Year,I EEE A,AD 505,Room 609,FRI,3,"21CYB101J
(AD 505)",Mr.K.ARULVENDHAN
EEE,I Year,I EEE A,AD 505,Room 609,FRI,4,"21LEH101T
(AD 505)",Mr.K.ARULVENDHAN
EEE,I Year,I EEE A,AD 609,Room 609,FRI,6,"21MAB102T
(AD 609)",Mr.K.ARULVENDHAN
EEE,I Year,I EEE A,AD 607,Room 609,FRI,7,"21EEC101J
(AD 607)",Mr.K.ARULVENDHAN
EEE,I Year,I EEE A,AD 607,Room 609,FRI,8,"21LEM101T
(AD 607)",Mr.K.ARULVENDHAN
EEE,I Year,I EEE A,AD 607,Room 609,FRI,9,"21MAB102T
(AD 607)",Mr.K.ARULVENDHAN
EEE,II Year,II EEE A,Room 507,Room 507,MON,1,21EEC207J,Dr.R.SUBBULAKSHMY
EEE,II Year,II EEE A,Room 507,Room 507,MON,2,21LEM202T,Dr.R.SUBBULAKSHMY
EEE,II Year,II EEE A,Room 507,Room 507,MON,3,21CSC206T,Dr.R.SUBBULAKSHMY
EEE,II Year,II EEE A,Room 507,Room 507,MON,4,21MAB301T,Dr.R.SUBBULAKSHMY
EEE,II Year,II EEE A,Room 507,Room 507,MON,6,21EEC205J,Dr.R.SUBBULAKSHMY
EEE,II Year,II EEE A,Room 507,Room 507,MON,7,<-------------- 21EEC204J (LAB) --------------->,Dr.R.SUBBULAKSHMY
EEE,II Year,II EEE A,Room 507,Room 507,TUE,1,21MAB301T,Dr.R.SUBBULAKSHMY
EEE,II Year,II EEE A,Room 507,Room 507,TUE,2,21EEC207J,Dr.R.SUBBULAKSHMY
EEE,II Year,II EEE A,Room 507,Room 507,TUE,3,21EEC206J,Dr.R.SUBBULAKSHMY
EEE,II Year,II EEE A,Room 507,Room 507,TUE,4,21EEC204J,Dr.R.SUBBULAKSHMY
EEE,II Year,II EEE A,Room 507,Room 507,TUE,6,LIBRARY,Dr.R.SUBBULAKSHMY
EEE,II Year,II EEE A,Room 507,Room 507,TUE,7,<--------------- 21EEC205J (LAB) -------------->,Dr.R.SUBBULAKSHMY
EEE,II Year,II EEE A,Room 507,Room 507,WED,1,21EEC206J,Dr.R.SUBBULAKSHMY
EEE,II Year,II EEE A,Room 507,Room 507,WED,2,21CSC206T,Dr.R.SUBBULAKSHMY
EEE,II Year,II EEE A,Room 507,Room 507,WED,3,21MAB301T,Dr.R.SUBBULAKSHMY
EEE,II Year,II EEE A,Room 507,Room 507,WED,4,21EEC205J,Dr.R.SUBBULAKSHMY
EEE,II Year,II EEE A,Room 507,Room 507,WED,7,<--------------- 21EEC206J (LAB) -------------->,Dr.R.SUBBULAKSHMY
EEE,II Year,II EEE A,Room 507,Room 507,THU,1,21EEC204J,Dr.R.SUBBULAKSHMY
EEE,II Year,II EEE A,Room 507,Room 507,THU,2,21EEC206J,Dr.R.SUBBULAKSHMY
EEE,II Year,II EEE A,Room 507,Room 507,THU,3,21CSC206T,Dr.R.SUBBULAKSHMY
EEE,II Year,II EEE A,Room 507,Room 507,THU,4,21LEM202T,Dr.R.SUBBULAKSHMY
EEE,II Year,II EEE A,Room 507,Room 507,THU,6,<-------21PDM202L-------->,Dr.R.SUBBULAKSHMY
EEE,II Year,II EEE A,Room 507,Room 507,THU,8,<----------21PDH201H---------->,Dr.R.SUBBULAKSHMY
EEE,II Year,II EEE A,Room 507,Room 507,FRI,1,21LEM202T,Dr.R.SUBBULAKSHMY
EEE,II Year,II EEE A,Room 507,Room 507,FRI,2,21EEC204J,Dr.R.SUBBULAKSHMY
EEE,II Year,II EEE A,Room 507,Room 507,FRI,3,21EEC207J,Dr.R.SUBBULAKSHMY
EEE,II Year,II EEE A,Room 507,Room 507,FRI,4,21EEC205J,Dr.R.SUBBULAKSHMY
EEE,II Year,II EEE A,Room 507,Room 507,FRI,6,21MAB301T,Dr.R.SUBBULAKSHMY
EEE,II Year,II EEE A,Room 507,Room 507,FRI,7,<---------------21EEC207J (LAB)--------------->,Dr.R.SUBBULAKSHMY
EEE,III Year,III EEE A,Room 504,Room 504,MON,1,21CSS303T,Dr.M.KARTHIKEYAN
EEE,III Year,III EEE A,Room 504,Room 504,MON,2,LIBRARY,Dr.M.KARTHIKEYAN
EEE,III Year,III EEE A,Room 504,Room 504,MON,3,21EEC304J,Dr.M.KARTHIKEYAN
EEE,III Year,III EEE A,609/504,Room 504,MON,4,"21EEE302T/
21EEE304T
(609/504)",Dr.M.KARTHIKEYAN
EEE,III Year,III EEE A,609/504,Room 504,MON,6,"21EEE408T/21EEE429T
(609/504)",Dr.M.KARTHIKEYAN
EEE,III Year,III EEE A,Room 504,Room 504,TUE,1,21CSS303T,Dr.M.KARTHIKEYAN
EEE,III Year,III EEE A,Room 504,Room 504,TUE,2,COUNCELLING,Dr.M.KARTHIKEYAN
EEE,III Year,III EEE A,609/504,Room 504,TUE,3,"21EEE302T/21EEE304T
(609/504)",Dr.M.KARTHIKEYAN
EEE,III Year,III EEE A,609/504,Room 504,TUE,7,"21AUO101T/
21CSO354T
(609/504)",Dr.M.KARTHIKEYAN
EEE,III Year,III EEE A,Room 504,Room 504,TUE,8,<-----21EEC305P (LAB) ----->,Dr.M.KARTHIKEYAN
EEE,III Year,III EEE A,Room 504,Room 504,WED,1,21EEC304J,Dr.M.KARTHIKEYAN
EEE,III Year,III EEE A,Room 504,Room 504,WED,2,COUNCELLING,Dr.M.KARTHIKEYAN
EEE,III Year,III EEE A,Room 504,Room 504,WED,3,<---------21PDM302L---------->,Dr.M.KARTHIKEYAN
EEE,III Year,III EEE A,Room 504,Room 504,WED,7,<----------------21EEC304J (LAB) -------------->,Dr.M.KARTHIKEYAN
EEE,III Year,III EEE A,Room 504,Room 504,THU,1,21EEC304J,Dr.M.KARTHIKEYAN
EEE,III Year,III EEE A,Room 504,Room 504,THU,2,21LEM302T,Dr.M.KARTHIKEYAN
EEE,III Year,III EEE A,Room 504,Room 504,THU,3,COUNCELLING,Dr.M.KARTHIKEYAN
EEE,III Year,III EEE A,505/504,Room 504,THU,4,"21EEE408T/
21EEE429T
(505/504)",Dr.M.KARTHIKEYAN
EEE,III Year,III EEE A,609/504,Room 504,THU,6,"21AUO101T/
21CSO354T
(609/504)",Dr.M.KARTHIKEYAN
EEE,III Year,III EEE A,Room 504,Room 504,THU,7,<----------------21EEC305P (LAB) -------------->,Dr.M.KARTHIKEYAN
EEE,III Year,III EEE A,505/504,Room 504,FRI,1,"21AUO101T/
21CSO354T
(505/504)",Dr.M.KARTHIKEYAN
EEE,III Year,III EEE A,Room 504,Room 504,FRI,2,21EEC304J,Dr.M.KARTHIKEYAN
EEE,III Year,III EEE A,Room 504,Room 504,FRI,3,<--------21EEP302L-------->,Dr.M.KARTHIKEYAN
EEE,III Year,III EEE A,Room 504,Room 504,FRI,6,<------------------21EEP302L-PROJECT----------------------->,Dr.M.KARTHIKEYAN
CSBS,I Year,CSBS - I/II/CSBS -A,ADMIN -607,ADMIN -607,MON,1,21MAB301T / POS,Mr.S.Perumal / A.P / Maths
CSBS,I Year,CSBS - I/II/CSBS -A,ADMIN -607,ADMIN -607,MON,2,21PYB102J / Semi. Phy.,Mr.S.Perumal / A.P / Maths
CSBS,I Year,CSBS - I/II/CSBS -A,ADMIN -607,ADMIN -607,TUE,1,21MGH103T/BAC,Mr.S.Perumal / A.P / Maths
CSBS,I Year,CSBS - I/II/CSBS -A,ADMIN -607,ADMIN -607,WED,1,21PYB102J / Semi. Phy.,Mr.S.Perumal / A.P / Maths
CSBS,I Year,CSBS - I/II/CSBS -A,ADMIN -607,ADMIN -607,WED,2,21MAB301T / POS,Mr.S.Perumal / A.P / Maths
CSBS,I Year,CSBS - I/II/CSBS -A,ADMIN -607,ADMIN -607,THU,2,21MGH103T/ BAC,Mr.S.Perumal / A.P / Maths
CSBS,I Year,CSBS - I/II/CSBS -A,ADMIN -607,ADMIN -607,FRI,1,21CSC101T / OODP,Mr.S.Perumal / A.P / Maths
CSBS,I Year,CSBS - I/II/CSBS -A,ADMIN -607,ADMIN -607,FRI,2,21CYM101T / EvS,Mr.S.Perumal / A.P / Maths
CSBS,II Year,CSBS - II / IV / CSBS-A,BMS 906,BMS 906,MON,1,21CSC205P / DBMS,Dr.L.Madhuridevi / A.P / CSE -IoT & CSBS
CSBS,II Year,CSBS - II / IV / CSBS-A,BMS 906,BMS 906,MON,2,21MAB302T / DM,Dr.L.Madhuridevi / A.P / CSE -IoT & CSBS
CSBS,II Year,CSBS - II / IV / CSBS-A,BMS 906,BMS 906,TUE,1,<-----21CSC204J / DAA Lab ----->,Dr.L.Madhuridevi / A.P / CSE -IoT & CSBS
CSBS,II Year,CSBS - II / IV / CSBS-A,BMS 906,BMS 906,WED,1,21MAB302T / DM,Dr.L.Madhuridevi / A.P / CSE -IoT & CSBS
CSBS,II Year,CSBS - II / IV / CSBS-A,BMS 906,BMS 906,WED,2,21CSC204J / DAA,Dr.L.Madhuridevi / A.P / CSE -IoT & CSBS
CSBS,II Year,CSBS - II / IV / CSBS-A,BMS 906,BMS 906,THU,1,<-----21PDH201T / SE ----->,Dr.L.Madhuridevi / A.P / CSE -IoT & CSBS
CSBS,III Year,CSBS - III / VI / CSBS-A,B-III / 503,B-III / 503,MON,1,21CSC304J / CD,Dr.R.Arunkumar/ A.P / CSE -IoT & CSBS
CSBS,III Year,CSBS - III / VI / CSBS-A,B-III / 503,B-III / 503,MON,2,21CSC303J / SEPM,Dr.R.Arunkumar/ A.P / CSE -IoT & CSBS
CSBS,III Year,CSBS - III / VI / CSBS-A,B-III / 503,B-III / 503,TUE,1,21MGH303P / IT PM,Dr.R.Arunkumar/ A.P / CSE -IoT & CSBS
CSBS,III Year,CSBS - III / VI / CSBS-A,B-III / 503,B-III / 503,TUE,2,21CSE355T / DMA,Dr.R.Arunkumar/ A.P / CSE -IoT & CSBS
CSBS,III Year,CSBS - III / VI / CSBS-A,B-III / 503,B-III / 503,WED,1,<------- 21CSC303J / SEPM Lab ------>,Dr.R.Arunkumar/ A.P / CSE -IoT & CSBS
CSBS,III Year,CSBS - III / VI / CSBS-A,B-III / 503,B-III / 503,THU,1,21CSE355T / DMA,Dr.R.Arunkumar/ A.P / CSE -IoT & CSBS
CSBS,III Year,CSBS - III / VI / CSBS-A,B-III / 503,B-III / 503,THU,2,21MGH303P / IT PM,Dr.R.Arunkumar/ A.P / CSE -IoT & CSBS
CSBS,III Year,CSBS - III / VI / CSBS-A,B-III / 503,B-III / 503,FRI,1,<------- 21CSC304J / CD Lab ------>,Dr.R.Arunkumar/ A.P / CSE -IoT & CSBS
CSBS,IV Year,CSBS - IV / VIII / CSBS- A,MLCP-IoT Lab,MLCP-IoT Lab,MON,1,<---21CSP401L /  Major Project Lab--->,"Dr.TKS Rathish babu, Asst. Professor / IoT & CSBS"
CSBS,IV Year,CSBS - IV / VIII / CSBS- A,MLCP-IoT Lab,MLCP-IoT Lab,TUE,1,<---21CSP401L /  Major Project Lab--->,"Dr.TKS Rathish babu, Asst. Professor / IoT & CSBS"
CSBS,IV Year,CSBS - IV / VIII / CSBS- A,MLCP-IoT Lab,MLCP-IoT Lab,WED,1,<---21CSP401L /  Major Project Lab--->,"Dr.TKS Rathish babu, Asst. Professor / IoT & CSBS"
CSBS,IV Year,CSBS - IV / VIII / CSBS- A,MLCP-IoT Lab,MLCP-IoT Lab,THU,1,<---21CSP401L /  Major Project Lab--->,"Dr.TKS Rathish babu, Asst. Professor / IoT & CSBS"
CSBS,IV Year,CSBS - IV / VIII / CSBS- A,MLCP-IoT Lab,MLCP-IoT Lab,FRI,1,<---21CSP401L /  Major Project Lab--->,"Dr.TKS Rathish babu, Asst. Professor / IoT & CSBS"
IoT,I Year,IoT - I / II /  IoT - A,ADMIN - AD 505,ADMIN - AD 505,MON,1,21EES101T / EEE,Dr.G.Kaladevi /A.P / Chemistry
IoT,I Year,IoT - I / II /  IoT - A,ADMIN - AD 505,ADMIN - AD 505,MON,2,21MAB102T /ACCA,Dr.G.Kaladevi /A.P / Chemistry
IoT,I Year,IoT - I / II /  IoT - A,ADMIN - AD 505,ADMIN - AD 505,TUE,1,21MAB102T /ACCA,Dr.G.Kaladevi /A.P / Chemistry
IoT,I Year,IoT - I / II /  IoT - A,ADMIN - AD 505,ADMIN - AD 505,TUE,2,21CYB101J-Chem,Dr.G.Kaladevi /A.P / Chemistry
IoT,I Year,IoT - I / II /  IoT - A,ADMIN - AD 505,ADMIN - AD 505,WED,1,21CSC101T / OODP,Dr.G.Kaladevi /A.P / Chemistry
IoT,I Year,IoT - I / II /  IoT - A,ADMIN - AD 505,ADMIN - AD 505,THU,1,21CYB101J-Chem,Dr.G.Kaladevi /A.P / Chemistry
IoT,I Year,IoT - I / II /  IoT - A,ADMIN - AD 505,ADMIN - AD 505,THU,2,21CSC101T / OODP,Dr.G.Kaladevi /A.P / Chemistry
IoT,I Year,IoT - I / II /  IoT - A,ADMIN - AD 505,ADMIN - AD 505,FRI,2,21EES101T / EEE,Dr.G.Kaladevi /A.P / Chemistry
IoT,II Year,IoT - II / IV / IoT - A,BMS - 906 / NA-208,BMS - 906 / NA-208,MON,1,<-----21CSC204J / DAA Lab ----->,Dr.T.V.GEETHA / A.P / CSE -IoT & CSBS
IoT,II Year,IoT - II / IV / IoT - A,BMS - 906 / NA-208,BMS - 906 / NA-208,TUE,1,21CSC205P / DBMS,Dr.T.V.GEETHA / A.P / CSE -IoT & CSBS
IoT,II Year,IoT - II / IV / IoT - A,BMS - 906 / NA-208,BMS - 906 / NA-208,TUE,2,21MAB204T / PQT,Dr.T.V.GEETHA / A.P / CSE -IoT & CSBS
IoT,II Year,IoT - II / IV / IoT - A,BMS - 906 / NA-208,BMS - 906 / NA-208,WED,1,21CSC206T / AI,Dr.T.V.GEETHA / A.P / CSE -IoT & CSBS
IoT,II Year,IoT - II / IV / IoT - A,BMS - 906 / NA-208,BMS - 906 / NA-208,THU,1,21MAB204T / PQT,Dr.T.V.GEETHA / A.P / CSE -IoT & CSBS
