dept,year,section,venue,home_venue,day,period,subject,fa
CSE,I Year,I/II/CSE A,ADMIN 101,ADMIN 101,MON,5,21EES101T/BEEE,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE A,ADMIN 101,ADMIN 101,MON,6,21PYB102J/PHY,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE A,ADMIN 101,ADMIN 101,MON,7,21PDM102L/GA,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE A,ADMIN 101,ADMIN 101,TUE,1,21LEH101T/CE,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE A,ADMIN 101,ADMIN 101,TUE,2,21MAB102T/ACCA,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE A,ADMIN 101,ADMIN 101,TUE,3,21CSC101T/OODP,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE A,ADMIN 101,ADMIN 101,TUE,4,21MES101L/WS,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE A,ADMIN 101,ADMIN 101,TUE,5,21MES101L/WS,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE A,ADMIN 101,ADMIN 101,WED,1,21PYB102J/PHY,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE A,ADMIN 101,ADMIN 101,WED,3,21GNM101L/YOGA,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE A,ADMIN 101,ADMIN 101,WED,6,21MAB102T/ACCA,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE A,ADMIN 101,ADMIN 101,WED,7,21PYB102J/PHY,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE A,ADMIN 101,ADMIN 101,WED,8,21EES101T/BEEE,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE A,ADMIN 101,ADMIN 101,THU,1,21CSC101T/OODP,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE A,ADMIN 101,ADMIN 101,THU,2,21MAB102T/ACCA,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE A,ADMIN 101,ADMIN 101,THU,3,21PYB102J/PHY,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE A,ADMIN 101,ADMIN 101,THU,4,21EES101T/BEEE,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE A,ADMIN 101,ADMIN 101,THU,5,21LEH101T/CE,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE A,ADMIN 101,ADMIN 101,THU,6,21LEM101T/ COI,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE A,ADMIN 101,ADMIN 101,FRI,1,21MAB102T/ACCA,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE A,ADMIN 101,ADMIN 101,FRI,2,21PYB102J/PHY,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE A,ADMIN 101,ADMIN 101,FRI,3,21LEH101T/CE,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE A,ADMIN 101,ADMIN 101,FRI,4,21EES101T/BEEE,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE A,ADMIN 101,ADMIN 101,FRI,5,21CSC101T/OODP,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE B,ADMIN 101,ADMIN 101,MON,1,21PYB102J/PHY,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE B,ADMIN 101,ADMIN 101,MON,2,21CSC101T/OODP,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE B,ADMIN 101,ADMIN 101,MON,3,21MAB102T/ACCA,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE B,ADMIN 101,ADMIN 101,MON,4,21MES101L/WS,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE B,ADMIN 101,ADMIN 101,MON,5,21MES101L/WS,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE B,ADMIN 101,ADMIN 101,TUE,5,21PDM102L/GA,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE B,ADMIN 101,ADMIN 101,TUE,7,21MAB102T/ACCA,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE B,ADMIN 101,ADMIN 101,TUE,8,21EES101T/BEEE,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE B,ADMIN 101,ADMIN 101,WED,1,21LEH101T/CE,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE B,ADMIN 101,ADMIN 101,WED,2,21EES101T/BEEE,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE B,ADMIN 101,ADMIN 101,WED,3,21PYB102J/PHY,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE B,ADMIN 101,ADMIN 101,WED,4,21MAB102T/ACCA,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE B,ADMIN 101,ADMIN 101,WED,6,21CSC101T/OODP,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE B,ADMIN 101,ADMIN 101,WED,7,21LEM101T/ COI,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE B,ADMIN 101,ADMIN 101,THU,1,21PYB102J/PHY,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE B,ADMIN 101,ADMIN 101,THU,3,21GNM101L/YOGA,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE B,ADMIN 101,ADMIN 101,THU,5,21PYB102J/PHY,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE B,ADMIN 101,ADMIN 101,THU,6,21LEH101T/CE,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE B,ADMIN 101,ADMIN 101,THU,7,21EES101T/BEEE,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE B,ADMIN 101,ADMIN 101,FRI,1,21MAB102T/ACCA,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE B,ADMIN 101,ADMIN 101,FRI,2,21CSC101T/OODP,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE B,ADMIN 101,ADMIN 101,FRI,3,21PYB102J/PHY,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE B,ADMIN 101,ADMIN 101,FRI,4,21LEH101T/CE,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE B,ADMIN 101,ADMIN 101,FRI,5,21EES101T/BEEE,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE C,ADMIN 102,ADMIN 102,MON,1,21MES101L/WS,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE C,ADMIN 102,ADMIN 102,MON,3,21MES101L/WS,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE C,ADMIN 102,ADMIN 102,MON,5,21PYB102J/PHY,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE C,ADMIN 102,ADMIN 102,MON,6,21MAB102T/ACCA,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE C,ADMIN 102,ADMIN 102,MON,7,21EES101T/BEEE,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE C,ADMIN 102,ADMIN 102,TUE,1,21PDM102L/GA,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE C,ADMIN 102,ADMIN 102,TUE,3,21LEH101T/CE,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE C,ADMIN 102,ADMIN 102,TUE,4,21PYB102J/PHY,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE C,ADMIN 102,ADMIN 102,TUE,5,21PYB102J/PHY,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE C,ADMIN 102,ADMIN 102,TUE,7,21GNM101L/YOGA,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE C,ADMIN 102,ADMIN 102,WED,1,21PYB102J/PHY,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE C,ADMIN 102,ADMIN 102,WED,2,21LEH101T/CE,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE C,ADMIN 102,ADMIN 102,WED,3,21EES101T/BEEE,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE C,ADMIN 102,ADMIN 102,WED,4,21MAB102T/ACCA,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE C,ADMIN 102,ADMIN 102,WED,6,21CSC101T/OODP,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE C,ADMIN 102,ADMIN 102,WED,7,21LEM101T/ COI,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE C,ADMIN 102,ADMIN 102,THU,1,21CSC101T/OODP,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE C,ADMIN 102,ADMIN 102,THU,2,21PYB102J/PHY,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE C,ADMIN 102,ADMIN 102,THU,3,21MAB102T/ACCA,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE C,ADMIN 102,ADMIN 102,THU,4,21LEH101T/CE,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE C,ADMIN 102,ADMIN 102,THU,5,21EES101T/BEEE,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE C,ADMIN 102,ADMIN 102,FRI,5,21CSC101T/OODP,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE C,ADMIN 102,ADMIN 102,FRI,6,21MAB102T/ACCA,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE C,ADMIN 102,ADMIN 102,FRI,7,21EES101T/BEEE,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE D,ADMIN 102,ADMIN 102,MON,1,21CSC101T/OODP,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE D,ADMIN 102,ADMIN 102,MON,2,21LEH101T/CE,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE D,ADMIN 102,ADMIN 102,MON,3,21MAB102T/ACCA,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE D,ADMIN 102,ADMIN 102,MON,4,21MES101L/WS,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE D,ADMIN 102,ADMIN 102,MON,5,21MES101L/WS,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE D,ADMIN 102,ADMIN 102,TUE,1,21PYB102J/PHY,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE D,ADMIN 102,ADMIN 102,TUE,2,21MAB102T/ACCA,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE D,ADMIN 102,ADMIN 102,TUE,3,21PDM102L/GA,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE D,ADMIN 102,ADMIN 102,TUE,5,21EES101T/BEEE,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE D,ADMIN 102,ADMIN 102,TUE,6,21LEM101T/ COI,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE D,ADMIN 102,ADMIN 102,WED,1,21EES101T/BEEE,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE D,ADMIN 102,ADMIN 102,WED,2,21MAB102T/ACCA,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE D,ADMIN 102,ADMIN 102,WED,3,21LEH101T/CE,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE D,ADMIN 102,ADMIN 102,WED,4,21PYB102J/PHY,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE D,ADMIN 102,ADMIN 102,THU,1,21MAB102T/ACCA,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE D,ADMIN 102,ADMIN 102,THU,2,21EES101T/BEEE,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE D,ADMIN 102,ADMIN 102,THU,3,21CSC101T/OODP,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE D,ADMIN 102,ADMIN 102,THU,4,21PYB102J/PHY,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE D,ADMIN 102,ADMIN 102,THU,5,21PYB102J/PHY,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE D,ADMIN 102,ADMIN 102,THU,7,21GNM101L/YOGA,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE D,ADMIN 102,ADMIN 102,FRI,1,21LEH101T/CE,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE D,ADMIN 102,ADMIN 102,FRI,2,21PYB102J/PHY,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE D,ADMIN 102,ADMIN 102,FRI,3,21EES101T/BEEE,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE D,ADMIN 102,ADMIN 102,FRI,4,21CSC101T/OODP,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE E,ADMIN 103,ADMIN 103,MON,1,21PYB102J/PHY,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE E,ADMIN 103,ADMIN 103,MON,3,21GNM101L/YOGA,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE E,ADMIN 103,ADMIN 103,MON,5,21PYB102J/PHY,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE E,ADMIN 103,ADMIN 103,MON,6,21MAB102T/ACCA,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE E,ADMIN 103,ADMIN 103,MON,7,21EES101T/BEEE,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE E,ADMIN 103,ADMIN 103,TUE,1,21MAB102T/ACCA,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE E,ADMIN 103,ADMIN 103,TUE,2,21CSC101T/OODP,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE E,ADMIN 103,ADMIN 103,TUE,3,21PYB102J/PHY,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE E,ADMIN 103,ADMIN 103,TUE,4,21LEH101T/CE,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE E,ADMIN 103,ADMIN 103,WED,1,21PYB102J/PHY,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE E,ADMIN 103,ADMIN 103,WED,2,21MAB102T/ACCA,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE E,ADMIN 103,ADMIN 103,WED,3,21PDM102L/GA,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE E,ADMIN 103,ADMIN 103,WED,6,21CSC101T/OODP,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE E,ADMIN 103,ADMIN 103,WED,7,21EES101T/BEEE,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE E,ADMIN 103,ADMIN 103,THU,1,21EES101T/BEEE,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE E,ADMIN 103,ADMIN 103,THU,2,21LEH101T/CE,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE E,ADMIN 103,ADMIN 103,THU,3,21CSC101T/OODP,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE E,ADMIN 103,ADMIN 103,THU,4,21PYB102J/PHY,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE E,ADMIN 103,ADMIN 103,FRI,1,21MES101L/WS,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE E,ADMIN 103,ADMIN 103,FRI,3,21MES101L/WS,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE E,ADMIN 103,ADMIN 103,FRI,4,21MAB102T/ACCA,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE E,ADMIN 103,ADMIN 103,FRI,5,21LEH101T/CE,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE E,ADMIN 103,ADMIN 103,FRI,6,21EES101T/BEEE,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE E,ADMIN 103,ADMIN 103,FRI,7,21LEM101T/ COI,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE F,ADMIN 104,ADMIN 104,MON,1,21PDM102L/GA,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE F,ADMIN 104,ADMIN 104,MON,3,21CSC101T/OODP,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE F,ADMIN 104,ADMIN 104,MON,4,21LEH101T/CE,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE F,ADMIN 104,ADMIN 104,MON,5,21PYB102J/PHY,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE F,ADMIN 104,ADMIN 104,MON,6,21MAB102T/ACCA,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE F,ADMIN 104,ADMIN 104,MON,7,21EES101T/BEEE,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE F,ADMIN 104,ADMIN 104,TUE,1,21LEH101T/CE,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE F,ADMIN 104,ADMIN 104,TUE,2,21PYB102J/PHY,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE F,ADMIN 104,ADMIN 104,TUE,3,21MAB102T/ACCA,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE F,ADMIN 104,ADMIN 104,TUE,4,21EES101T/BEEE,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE F,ADMIN 104,ADMIN 104,TUE,5,21CSC101T/OODP,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE F,ADMIN 104,ADMIN 104,TUE,6,21LEM101T/ COI,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE F,ADMIN 104,ADMIN 104,WED,1,21MAB102T/ACCA,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE F,ADMIN 104,ADMIN 104,WED,2,21CSC101T/OODP,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE F,ADMIN 104,ADMIN 104,WED,3,21PYB102J/PHY,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE F,ADMIN 104,ADMIN 104,WED,4,21EES101T/BEEE,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE F,ADMIN 104,ADMIN 104,THU,1,21MES101L/WS,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE F,ADMIN 104,ADMIN 104,THU,3,21MES101L/WS,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE F,ADMIN 104,ADMIN 104,THU,5,21MAB102T/ACCA,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE F,ADMIN 104,ADMIN 104,THU,6,21PYB102J/PHY,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE F,ADMIN 104,ADMIN 104,FRI,1,21GNM101L/YOGA,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE F,ADMIN 104,ADMIN 104,FRI,3,21PYB102J/PHY,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE F,ADMIN 104,ADMIN 104,FRI,5,21LEH101T/CE,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE F,ADMIN 104,ADMIN 104,FRI,6,21EES101T/BEEE,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE G,ADMIN 201,ADMIN 201,MON,1,21MAB102T/ACCA,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE G,ADMIN 201,ADMIN 201,MON,2,21CSC101T/OODP,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE G,ADMIN 201,ADMIN 201,MON,3,21EES101T/BEEE,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE G,ADMIN 201,ADMIN 201,MON,4,21PYB102J/PHY,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE G,ADMIN 201,ADMIN 201,TUE,1,21LEH101T/CE,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE G,ADMIN 201,ADMIN 201,TUE,2,21EES101T/BEEE,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE G,ADMIN 201,ADMIN 201,TUE,3,21MAB102T/ACCA,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE G,ADMIN 201,ADMIN 201,TUE,4,21CSC101T/OODP,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE G,ADMIN 201,ADMIN 201,WED,1,21EES101T/BEEE,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE G,ADMIN 201,ADMIN 201,WED,3,21LEH101T/CE,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE G,ADMIN 201,ADMIN 201,WED,4,21PYB102J/PHY,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE G,ADMIN 201,ADMIN 201,WED,6,21MAB102T/ACCA,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE G,ADMIN 201,ADMIN 201,WED,7,21PYB102J/PHY,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE G,ADMIN 201,ADMIN 201,THU,1,21CSC101T/OODP,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE G,ADMIN 201,ADMIN 201,THU,2,21MAB102T/ACCA,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE G,ADMIN 201,ADMIN 201,THU,3,21PYB102J/PHY,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE G,ADMIN 201,ADMIN 201,THU,4,21MES101L/WS,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE G,ADMIN 201,ADMIN 201,THU,5,21MES101L/WS,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE G,ADMIN 201,ADMIN 201,FRI,1,21PDM102L/GA,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE G,ADMIN 201,ADMIN 201,FRI,3,21PYB102J/PHY,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE G,ADMIN 201,ADMIN 201,FRI,4,21LEH101T/CE,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE G,ADMIN 201,ADMIN 201,FRI,5,21EES101T/BEEE,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE G,ADMIN 201,ADMIN 201,FRI,6,21LEM101T/ COI,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE G,ADMIN 201,ADMIN 201,FRI,7,21GNM101L/YOGA,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE H,ADMIN 202,ADMIN 202,MON,1,21PYB102J/PHY,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE H,ADMIN 202,ADMIN 202,MON,2,21CSC101T/OODP,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE H,ADMIN 202,ADMIN 202,MON,3,21LEH101T/CE,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE H,ADMIN 202,ADMIN 202,MON,4,21MAB102T/ACCA,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE H,ADMIN 202,ADMIN 202,MON,5,21EES101T/BEEE,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE H,ADMIN 202,ADMIN 202,MON,6,21LEM101T/ COI,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE H,ADMIN 202,ADMIN 202,MON,7,21GNM101L/YOGA,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE H,ADMIN 202,ADMIN 202,TUE,1,21MES101L/WS,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE H,ADMIN 202,ADMIN 202,TUE,3,21MES101L/WS,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE H,ADMIN 202,ADMIN 202,TUE,5,21PYB102J/PHY,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE H,ADMIN 202,ADMIN 202,TUE,6,21EES101T/BEEE,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE H,ADMIN 202,ADMIN 202,WED,1,21PDM102L/GA,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE H,ADMIN 202,ADMIN 202,WED,3,21CSC101T/OODP,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE H,ADMIN 202,ADMIN 202,WED,4,21LEH101T/CE,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE H,ADMIN 202,ADMIN 202,WED,6,21MAB102T/ACCA,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE H,ADMIN 202,ADMIN 202,WED,7,21PYB102J/PHY,FACULTY OF ENGINEERING AND TECHNOLOGY
CSE,I Year,I/II/CSE H,ADMIN 202,ADMIN 202,THU,1,21CSC101T/OODP,FACULTY OF ENGINEERING AND TECHNOLOGY
